Back to ToC,Group2,Group3,Group4,Group5,Group6,Group7,Group8,Group9,Group10,Reference_ID,Value,Organization Subtype,Location Name,Location ID,Superior Organization Name,Superior_Organization_ID,Comments,Sup Org Manager,Inactive
3013006158,,,,,,,,,,NEW3013006158,Uni of Qld Press-General Manager,Branch/Directorate,St Lucia Campus,S01,Uni of Qld Press,SUP0000000724,,,
3013018975,,,,,,,,,,NEW3013018975,Uni of Qld Press-POD Centre Manager,Branch/Directorate,St Lucia Campus,S01,Uni of Qld Press,SUP0000000724,,,
3013027057,,,,,,,,,,NEW3013027057,Uni of Qld Press-Managing Editor,Branch/Directorate,St Lucia Campus,S01,Uni of Qld Press,SUP0000000724,,,
301,,,,,,,,,,SUP0000000724,Uni of Qld Press-Director of Central Area,Branch/Directorate,Long Pocket,S81,Uni of Qld Press,SUP00000007,,,
3013047504,,,,,,,,,,NEW3013047504,Uni of Qld Press-Marketing & Publicity Manager,Branch/Directorate,St Lucia Campus,S01,Uni of Qld Press,SUP0000000724,,,
3013047989,,,,,,,,,,NEW3013047989,Uni of Qld Press-Graphic Designer,Branch/Directorate,St Lucia Campus,S01,Uni of Qld Press,NEW3013018975,,,
3063012020,,,,,,,,,,NEW3063012020,Corporate Finance-Administrative Manager,Branch/Directorate,St Lucia Campus,S01,Corporate Finance,SUP000000089,,,
306,,,,,,,,,,SUP000000089,Corporate Finance-Associate Director,Branch/Directorate,St Lucia Campus,S01,Corporate Finance,SUP000000051,,,
3191268387,,,,,,,,,,NEW3191268387,ATSISU-Professor,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000724,,,
3193012035,,,,,,,,,,NEW3193012035,ATSISU-Principal Admin Officer,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000649,,,
3193025705,,,,,,,,,,NEW3193025705,ATSISU-Senior Lecturer,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000724,,,
3193026253,,,,,,,,,,NEW3193026253,ATSISU-Senior Administrative Manager,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000724,,,
3193028202,,,,,,,,,,NEW3193028202,ATSISU-Operations Manager,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000649,,,
3193028267,,,,,,,,,,NEW3193028267,ATSISU-Director of Central Area,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000724,,,
3193032859,,,,,,,,,,NEW3193032859,ATSISU-Lecturer,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000649,,,
3193034333,,,,,,,,,,NEW3193034333,ATSISU-Senior Lecturer,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000649,,,
3193039076,,,,,,,,,,NEW3193039076,ATSISU-CI ARC Discovery Project,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000649,,,
3193042248,,,,,,,,,,NEW3193042248,ATSISU-Lecturer,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000649,,,
319,,,,,,,,,,SUP0000000649,ATSISU-Professor,Branch/Directorate,St Lucia Campus,S01,ATSISU,SUP0000000724,,,
3201118659,,,,,,,,,,NEW3201118659,Instit Cont TESOL Educ-Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201121594,,,
3201121594,,,,,,,,,,NEW3201121594,Instit Cont TESOL Educ-Senior Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP0000000724,,,
3201128182,,,,,,,,,,NEW3201128182,Instit Cont TESOL Educ-Administrative Officer,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP000000089,,,
3201164034,,,,,,,,,,NEW3201164034,Instit Cont TESOL Educ-Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201121594,,,
320,,,,,,,,,,SUP0000000724,Instit Cont TESOL Educ-Director of Central Area,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP00000001,,,
3201233008,,,,,,,,,,NEW3201233008,Instit Cont TESOL Educ-Deputy Director,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP0000000724,,,
3201236274,,,,,,,,,,NEW3201236274,Instit Cont TESOL Educ-Administrative Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3201248956,,,,,,,,,,NEW3201248956,Instit Cont TESOL Educ-Deputy Director,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP0000000724,,,
3203004581,,,,,,,,,,NEW3203004581,Instit Cont TESOL Educ-Admin Officer - Operations,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203025068,,,
3203005222,,,,,,,,,,NEW3203005222,Instit Cont TESOL Educ-Senior Manager Business Develo,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201248956,,,
3203006129,,,,,,,,,,NEW3203006129,Instit Cont TESOL Educ-Student Engagement Officer,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203022129,,,
3203011133,,,,,,,,,,NEW3203011133,Instit Cont TESOL Educ-Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201121594,,,
3203011134,,,,,,,,,,NEW3203011134,Instit Cont TESOL Educ-Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201121594,,,
3203011752,,,,,,,,,,NEW3203011752,Instit Cont TESOL Educ-Manager Test Services,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3203022129,,,,,,,,,,NEW3203022129,Instit Cont TESOL Educ-Student Experience Lead,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3203025068,,,,,,,,,,NEW3203025068,Instit Cont TESOL Educ-Manager Operations,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
320,,,,,,,,,,SUP0000000724,Instit Cont TESOL Educ-Director of Central Area,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP00000001,,,
3203027033,,,,,,,,,,NEW3203027033,Instit Cont TESOL Educ-Deputy Director,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP0000000724,,,
3203027197,,,,,,,,,,NEW3203027197,Instit Cont TESOL Educ-Admissions Services Lead,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3203031740,,,,,,,,,,NEW3203031740,Instit Cont TESOL Educ-Client Services Lead,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3203034695,,,,,,,,,,NEW3203034695,Instit Cont TESOL Educ-Accommodation Services Lead,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3203035398,,,,,,,,,,NEW3203035398,Instit Cont TESOL Educ-Manager Communications,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203005222,,,
3203035501,,,,,,,,,,NEW3203035501,Instit Cont TESOL Educ-Senior Manager Operations & Se,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP0000000724,,,
3203037221,,,,,,,,,,NEW3203037221,Instit Cont TESOL Educ-Deputy Director (Teaching and,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,SUP0000000724,,,
3203037663,,,,,,,,,,NEW3203037663,Instit Cont TESOL Educ-Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201121594,,,
3203039978,,,,,,,,,,NEW3203039978,Instit Cont TESOL Educ-Academic Manager,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3201121594,,,
3203049230,,,,,,,,,,NEW3203049230,Instit Cont TESOL Educ-Program Services Coordinator,Branch/Directorate,St Lucia Campus,S01,Instit Cont TESOL Educ,NEW3203035501,,,
3211004415,,,,,,,,,,NEW3211004415,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211013389,,,,,,,,,,NEW3211013389,Sch Biomedical Sciences-Reader,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211017190,,,,,,,,,,NEW3211017190,Sch Biomedical Sciences-Professor and Chair in General,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211018995,,,,,,,,,,NEW3211018995,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211026897,,,,,,,,,,NEW3211026897,Sch Biomedical Sciences-Technical Manager,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211027876,,,
3211027876,,,,,,,,,,NEW3211027876,Sch Biomedical Sciences-School Manager,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211029018,,,,,,,,,,NEW3211029018,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211029223,,,,,,,,,,NEW3211029223,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211049494,,,,,,,,,,NEW3211049494,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
3211049579,,,,,,,,,,NEW3211049579,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211052414,,,,,,,,,,NEW3211052414,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3211327095,,,,,,,,,,NEW3211327095,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
3213001021,,,,,,,,,,NEW3213001021,Sch Biomedical Sciences-Administrative Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213005351,,,,,,,,,,NEW3213005351,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213005352,,,,,,,,,,NEW3213005352,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213006774,,,,,,,,,,NEW3213006774,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213007183,,,,,,,,,,NEW3213007183,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211049579,,,
3213007833,,,,,,,,,,NEW3213007833,Sch Biomedical Sciences-Principal Scientific Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211027876,,,
3213008302,,,,,,,,,,NEW3213008302,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213011155,,,,,,,,,,NEW3213011155,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213012729,,,,,,,,,,NEW3213012729,Sch Biomedical Sciences-Technician,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3213007833,,,
3213013161,,,,,,,,,,NEW3213013161,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213015710,,,,,,,,,,NEW3213015710,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
321,,,,,,,,,,SUP0000000700,Sch Biomedical Sciences-Head of School,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP00000007,,,
3213017042,,,,,,,,,,NEW3213017042,Sch Biomedical Sciences-Professor of Endocrinology,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
3213017235,,,,,,,,,,NEW3213017235,Sch Biomedical Sciences-Administrative Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213017896,,,,,,,,,,NEW3213017896,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213018775,,,,,,,,,,NEW3213018775,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213018852,,,,,,,,,,NEW3213018852,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213019143,,,,,,,,,,NEW3213019143,Sch Biomedical Sciences-Senior Research Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3213036905,,,
3213019428,,,,,,,,,,NEW3213019428,Sch Biomedical Sciences-Research Assistant,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213019961,,,,,,,,,,NEW3213019961,Sch Biomedical Sciences-Associate Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213021169,,,,,,,,,,NEW3213021169,Sch Biomedical Sciences-Special Projects Manager (MR),Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213021282,,,,,,,,,,NEW3213021282,Sch Biomedical Sciences-Pathology Museum Curator,Multi-Department School - Acad,Herston Campus,S50,Sch Biomedical Sciences,NEW3211027876,,,
3213021748,,,,,,,,,,NEW3213021748,Sch Biomedical Sciences-Laboratory Assistant,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211027876,,,
3213021961,,,,,,,,,,NEW3213021961,Sch Biomedical Sciences-Chief Scientific Officer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213022771,,,,,,,,,,NEW3213022771,Sch Biomedical Sciences-Senior Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213024093,,,,,,,,,,NEW3213024093,Sch Biomedical Sciences-Research Assistant,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213024624,,,,,,,,,,NEW3213024624,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213024905,,,,,,,,,,NEW3213024905,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213024906,,,,,,,,,,NEW3213024906,Sch Biomedical Sciences-ARC Future Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213024955,,,,,,,,,,NEW3213024955,Sch Biomedical Sciences-Postdoctoral Reseach Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211004415,,,
3213025225,,,,,,,,,,NEW3213025225,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
3213025283,,,,,,,,,,NEW3213025283,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213025894,,,,,,,,,,NEW3213025894,Sch Biomedical Sciences-NHMRC Career Development Fello,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213026161,,,,,,,,,,NEW3213026161,Sch Biomedical Sciences-Postdoctoral Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3213018852,,,
3213026828,,,,,,,,,,NEW3213026828,Sch Biomedical Sciences-Research Facilities Manager,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213026969,,,,,,,,,,NEW3213026969,Sch Biomedical Sciences-Research Facilities Manager,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211027876,,,
3213026988,,,,,,,,,,NEW3213026988,Sch Biomedical Sciences-ARC Future Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213027259,,,,,,,,,,NEW3213027259,Sch Biomedical Sciences-Principal Research Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211018995,,,
3213027373,,,,,,,,,,NEW3213027373,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
3213027374,,,,,,,,,,NEW3213027374,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
3213027375,,,,,,,,,,NEW3213027375,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213027747,,,,,,,,,,NEW3213027747,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213028168,,,,,,,,,,NEW3213028168,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3213027375,,,
3213028308,,,,,,,,,,NEW3213028308,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213028467,,,,,,,,,,NEW3213028467,Sch Biomedical Sciences-Unpaid Functional Reports To,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213028476,,,,,,,,,,NEW3213028476,Sch Biomedical Sciences-Scholar Functional Reports To,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213031975,,,,,,,,,,NEW3213031975,Sch Biomedical Sciences-ARC Future Fellow,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213032689,,,,,,,,,,NEW3213032689,Sch Biomedical Sciences-Research Manager (Histology Fa,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211027876,,,
3213033447,,,,,,,,,,NEW3213033447,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213033635,,,,,,,,,,NEW3213033635,Sch Biomedical Sciences-ARC Early Career Research Fell,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213033988,,,,,,,,,,NEW3213033988,Sch Biomedical Sciences-Associate Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213034064,,,,,,,,,,NEW3213034064,Sch Biomedical Sciences-NHMRC Career Development Fello,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213034249,,,,,,,,,,NEW3213034249,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213035656,,,,,,,,,,NEW3213035656,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213035692,,,,,,,,,,NEW3213035692,Sch Biomedical Sciences-Senior Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
321,,,,,,,,,,SUP0000000700,Sch Biomedical Sciences-Head of School,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP00000001,,,
3213036905,,,,,,,,,,NEW3213036905,Sch Biomedical Sciences-Emeritus Professor,Multi-Department School - Acad,Royal Bris Hosp - Herston,S71,Sch Biomedical Sciences,SUP0000000700,,,
3213037467,,,,,,,,,,NEW3213037467,"Sch Biomedical Sciences-Manager, Teaching & Lab Servic",Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211027876,,,
3213038664,,,,,,,,,,NEW3213038664,Sch Biomedical Sciences-Lecturer,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,SUP0000000700,,,
3213038837,,,,,,,,,,NEW3213038837,Sch Biomedical Sciences-Professor,Multi-Department School - Acad,St Lucia Campus,S01,Sch Biomedical Sciences,NEW3211017190,,,
